case_id,arm,common_input_sha256,normalized_request_sha256,common_input_equal,normalized_request_equal,oracle_disposition,materialized_state_sha256,oracle_state_equal,validator_accepts_oracle,hidden_answer_leakage_pass,arm_specific_information_pass
X16-R01,cope,ea2a9312db06be9f17c6f44ff107233167109ec9750b544e0d4d9bbef627a76d,6e6511c5e1f6685e437f106ddcf70dc24849f52e53a3670807d6e48b067cb111,True,True,APPLY,609cde68ff7e2bb8003329f50545f5836e488700c37b2798b84804558764f174,True,True,True,True
X16-R01,compact_tx,ea2a9312db06be9f17c6f44ff107233167109ec9750b544e0d4d9bbef627a76d,6e6511c5e1f6685e437f106ddcf70dc24849f52e53a3670807d6e48b067cb111,True,True,APPLY,609cde68ff7e2bb8003329f50545f5836e488700c37b2798b84804558764f174,True,True,True,True
X16-R01,fsr_pc,ea2a9312db06be9f17c6f44ff107233167109ec9750b544e0d4d9bbef627a76d,6e6511c5e1f6685e437f106ddcf70dc24849f52e53a3670807d6e48b067cb111,True,True,APPLY,609cde68ff7e2bb8003329f50545f5836e488700c37b2798b84804558764f174,True,True,True,True
X16-R02,cope,4e56daa365487c58e24790badd8084f1e177507aa602c7f2a3442f1b0a06a6a3,2e2b5a341cdf3e0571efe87179882103ec9e9ec885573e512e37682b7bb45213,True,True,APPLY,1771347cd570ea105fcf4024c50a9a171c858c5196fa74395df14bdf48a3efc8,True,True,True,True
X16-R02,compact_tx,4e56daa365487c58e24790badd8084f1e177507aa602c7f2a3442f1b0a06a6a3,2e2b5a341cdf3e0571efe87179882103ec9e9ec885573e512e37682b7bb45213,True,True,APPLY,1771347cd570ea105fcf4024c50a9a171c858c5196fa74395df14bdf48a3efc8,True,True,True,True
X16-R02,fsr_pc,4e56daa365487c58e24790badd8084f1e177507aa602c7f2a3442f1b0a06a6a3,2e2b5a341cdf3e0571efe87179882103ec9e9ec885573e512e37682b7bb45213,True,True,APPLY,1771347cd570ea105fcf4024c50a9a171c858c5196fa74395df14bdf48a3efc8,True,True,True,True
X16-W01,cope,e9bf08831f6ea09407081c4290832abc9306e81635864ca291ab0089c9918d55,be742743c3d6ad61ba1b8d54ee9588fa488958f092e9d24087aadb4ef8e2d3b5,True,True,APPLY,70180ef87566f761ef15ffd2cf79507d853b67f639151f9fd3d4633ca2fc42bc,True,True,True,True
X16-W01,compact_tx,e9bf08831f6ea09407081c4290832abc9306e81635864ca291ab0089c9918d55,be742743c3d6ad61ba1b8d54ee9588fa488958f092e9d24087aadb4ef8e2d3b5,True,True,APPLY,70180ef87566f761ef15ffd2cf79507d853b67f639151f9fd3d4633ca2fc42bc,True,True,True,True
X16-W01,fsr_pc,e9bf08831f6ea09407081c4290832abc9306e81635864ca291ab0089c9918d55,be742743c3d6ad61ba1b8d54ee9588fa488958f092e9d24087aadb4ef8e2d3b5,True,True,APPLY,70180ef87566f761ef15ffd2cf79507d853b67f639151f9fd3d4633ca2fc42bc,True,True,True,True
X16-W02,cope,d15e9a3a4dc86d86cb77a18e7d8889e9865e950d6b33226cb61da9447f2470ab,d09488c53b7e3c9a8995e082720ecf6dbc8f941e8fcd38f73bdf3e8f64c93d36,True,True,APPLY,fe52200533daabbd7e949c29d4bd54082c7ba23a2cabe32f7cd6324550cac732,True,True,True,True
X16-W02,compact_tx,d15e9a3a4dc86d86cb77a18e7d8889e9865e950d6b33226cb61da9447f2470ab,d09488c53b7e3c9a8995e082720ecf6dbc8f941e8fcd38f73bdf3e8f64c93d36,True,True,APPLY,fe52200533daabbd7e949c29d4bd54082c7ba23a2cabe32f7cd6324550cac732,True,True,True,True
X16-W02,fsr_pc,d15e9a3a4dc86d86cb77a18e7d8889e9865e950d6b33226cb61da9447f2470ab,d09488c53b7e3c9a8995e082720ecf6dbc8f941e8fcd38f73bdf3e8f64c93d36,True,True,APPLY,fe52200533daabbd7e949c29d4bd54082c7ba23a2cabe32f7cd6324550cac732,True,True,True,True
X16-P01,cope,848437bfb8d61b699cad4407ef3009c4be481426b015eee5df8aad75b6b4f09a,64e3c30202bbd4ba7a122ee8cffe2270625f2228e20de21cf87888f534182102,True,True,APPLY,2a580825175343602a10a32a9b104f49fda2948ea75111a1c173f92dc91fed18,True,True,True,True
X16-P01,compact_tx,848437bfb8d61b699cad4407ef3009c4be481426b015eee5df8aad75b6b4f09a,64e3c30202bbd4ba7a122ee8cffe2270625f2228e20de21cf87888f534182102,True,True,APPLY,2a580825175343602a10a32a9b104f49fda2948ea75111a1c173f92dc91fed18,True,True,True,True
