case_id,arm,common_input_sha256,normalized_request_sha256,common_input_equal,normalized_request_equal,oracle_disposition,materialized_state_sha256,oracle_state_equal,validator_accepts_oracle,hidden_answer_leakage_pass,arm_specific_information_pass
X16-C01,cope,8ed5f3e23d2cf787dceeb69b7e33f259f8ee3a13678326209c65a22c60b75e28,f949fbf24969032537e2b1424e7e601fee33ff756fd6aff3dc32723582fec930,True,True,APPLY,fdcb0aaba6d998bc40a95caea704302c2e1e5d1070a6f1392b8ebe86d339cc0b,True,True,True,True
X16-C01,compact_tx,8ed5f3e23d2cf787dceeb69b7e33f259f8ee3a13678326209c65a22c60b75e28,f949fbf24969032537e2b1424e7e601fee33ff756fd6aff3dc32723582fec930,True,True,APPLY,fdcb0aaba6d998bc40a95caea704302c2e1e5d1070a6f1392b8ebe86d339cc0b,True,True,True,True
X16-C01,fsr_pc,8ed5f3e23d2cf787dceeb69b7e33f259f8ee3a13678326209c65a22c60b75e28,f949fbf24969032537e2b1424e7e601fee33ff756fd6aff3dc32723582fec930,True,True,APPLY,fdcb0aaba6d998bc40a95caea704302c2e1e5d1070a6f1392b8ebe86d339cc0b,True,True,True,True
X16-C02,cope,20d8451aa60064b2211bcfdfe87c071ff3e80db3c4dc49c5b0f2d55bcb22b931,07c88d344665473ba0e691a08b7df557009ce3ddf5c3f590ff665e5ee8ca3539,True,True,APPLY,4ce52cde9af038f740448b6a6f371ea99acf00b1d2a32d2073dfb17b41f553e1,True,True,True,True
X16-C02,compact_tx,20d8451aa60064b2211bcfdfe87c071ff3e80db3c4dc49c5b0f2d55bcb22b931,07c88d344665473ba0e691a08b7df557009ce3ddf5c3f590ff665e5ee8ca3539,True,True,APPLY,4ce52cde9af038f740448b6a6f371ea99acf00b1d2a32d2073dfb17b41f553e1,True,True,True,True
X16-C02,fsr_pc,20d8451aa60064b2211bcfdfe87c071ff3e80db3c4dc49c5b0f2d55bcb22b931,07c88d344665473ba0e691a08b7df557009ce3ddf5c3f590ff665e5ee8ca3539,True,True,APPLY,4ce52cde9af038f740448b6a6f371ea99acf00b1d2a32d2073dfb17b41f553e1,True,True,True,True
X16-O01,cope,a264072b2d609ca0da0b6bbe380b491a94e5f7c12cee8e97762e0110d6b01ade,783908b081e808dea2e81336066fef65b4a09760bf41b050519ade1be3d08967,True,True,APPLY,a6b593379e896a9bc4e34e639060e0c7a63123d25a5f08098d47c11c950022e6,True,True,True,True
X16-O01,compact_tx,a264072b2d609ca0da0b6bbe380b491a94e5f7c12cee8e97762e0110d6b01ade,783908b081e808dea2e81336066fef65b4a09760bf41b050519ade1be3d08967,True,True,APPLY,a6b593379e896a9bc4e34e639060e0c7a63123d25a5f08098d47c11c950022e6,True,True,True,True
X16-O01,fsr_pc,a264072b2d609ca0da0b6bbe380b491a94e5f7c12cee8e97762e0110d6b01ade,783908b081e808dea2e81336066fef65b4a09760bf41b050519ade1be3d08967,True,True,APPLY,a6b593379e896a9bc4e34e639060e0c7a63123d25a5f08098d47c11c950022e6,True,True,True,True
X16-O02,cope,6f330aa4cc45a1cbeecca39a4bedb50d3e5a5738e13335b5d5a7da3a4caa6c6a,3e022e1eeb6abae71c216d9837128c7cbb12d6945f5270a87ea8aea330c6953d,True,True,APPLY,939c1fe39cac631b1209ea1d2e1a5a36ba735f2dcc83cf5baea727eb92e3984e,True,True,True,True
X16-O02,compact_tx,6f330aa4cc45a1cbeecca39a4bedb50d3e5a5738e13335b5d5a7da3a4caa6c6a,3e022e1eeb6abae71c216d9837128c7cbb12d6945f5270a87ea8aea330c6953d,True,True,APPLY,939c1fe39cac631b1209ea1d2e1a5a36ba735f2dcc83cf5baea727eb92e3984e,True,True,True,True
X16-O02,fsr_pc,6f330aa4cc45a1cbeecca39a4bedb50d3e5a5738e13335b5d5a7da3a4caa6c6a,3e022e1eeb6abae71c216d9837128c7cbb12d6945f5270a87ea8aea330c6953d,True,True,APPLY,939c1fe39cac631b1209ea1d2e1a5a36ba735f2dcc83cf5baea727eb92e3984e,True,True,True,True
