task_id,initial_state_id,policy_seed,sealed_record_sha256,sealed_trace_sha256,sealed_success,replay_success,environment_controls_replayed,progress_source_sha256
6,1,101,0a84abc3a58f6c588f1b29af005332ee8f5dc9c2678ac041310896c937998559,bf6eb5efc79dc3e1e333aff168f9df68ae43310de33528c8f260e43be5ae5304,False,False,530,de59d0f4fa6612cfd56c29b8e59870e409325c97b5817cd02f0aecdc660858cb
6,2,101,f37474d0a6fdd3dd453c661e07ad531acef21066a20b9cf468ff8dea77128899,63d86f863a3df044ed324d98a24a48c775add8cf5debe4b235a6b37b6536ec72,False,False,530,de59d0f4fa6612cfd56c29b8e59870e409325c97b5817cd02f0aecdc660858cb
6,3,101,ee7ce2f125b54f18734b28893c0bfd2f21a12b06aabe51ea13101f6e58f6637d,dce57ca8ba5372fef19c35fbc5df05248aa7aefa14d04848a751068f448aa8e1,False,False,530,de59d0f4fa6612cfd56c29b8e59870e409325c97b5817cd02f0aecdc660858cb
6,4,101,a9b64ad8e0abcc3ef0c1f3a3254eec0746e033dd80b7bd68563b817f5ae98d29,a2f49bf4a6202778cb255000adedb07ba3e1c7eb86947b31dd43450650268555,True,True,263,de59d0f4fa6612cfd56c29b8e59870e409325c97b5817cd02f0aecdc660858cb
6,5,101,09b21001785296c8470b0f137e45fb5cbc5099478e13083e72422a16b5156b2a,bd9cbfbd30bed003bc59fe1bac1b4e0d2c0c0542b7dfeaa5fb1247e34154bafc,False,False,530,de59d0f4fa6612cfd56c29b8e59870e409325c97b5817cd02f0aecdc660858cb
6,6,101,ee4e7bf9c8fe42a47b4421e550cbd15b101dda358f0915092c41d330d633ccb4,3db48e75b212c55a8eea733dec02ca0ecb9b2617fd1890c82b63a15f8fe17d1a,True,True,446,de59d0f4fa6612cfd56c29b8e59870e409325c97b5817cd02f0aecdc660858cb
6,7,101,8b9d728a96b6cf56b170606cd437309c95105e29cdc3ef3dd70f6d2bdd9f6b84,a0e3ac3c1d2984c3e314d9a0f2fccf0e85646f665f7254230ca8a7e3f4fac7dc,True,True,259,de59d0f4fa6612cfd56c29b8e59870e409325c97b5817cd02f0aecdc660858cb
6,8,101,90994bf1da76906da8f55973114f9b92d336de57a4d08acc8915cea53b3b08a1,1c26e53ef26d480c5f420b4b96694c14fb10961ae3597939990118881e7f1598,True,True,211,de59d0f4fa6612cfd56c29b8e59870e409325c97b5817cd02f0aecdc660858cb
6,9,101,6be3428a9bed1e2a920d99a5969ee12aa6b12033a5f1c0a2c02e8eb3bd9666cd,7b8be8d23c9ab65ce586f5916dc0e02f033c29a0f63770387b1e8a667da68173,False,False,530,de59d0f4fa6612cfd56c29b8e59870e409325c97b5817cd02f0aecdc660858cb
7,0,101,31e33cf2b23cb32fd32f7edc5bacedec1e6900a7f88a20c87fed5b0ab0aee9ec,c30d2d68961b2a19540d6efd20954bb37ec99be121239c06b1ab65906982490f,True,True,296,de59d0f4fa6612cfd56c29b8e59870e409325c97b5817cd02f0aecdc660858cb
7,1,101,84f5590d05816c6c0519153a002ba9393fa048beb91c150419b71f97fd7a1933,ee4d6a29e54a0decaab8d76d7586a0f1764d24e466f1d7c63598f689085772a6,True,True,297,de59d0f4fa6612cfd56c29b8e59870e409325c97b5817cd02f0aecdc660858cb
7,2,101,8eef5f98d65b7a93cb0366510e23c197882a42b2e6858ad60f3848e624ec0af1,1561dcbb4875a4c14551bdee17271ea862b0265f6863fa42f002140fac2d803e,False,False,530,de59d0f4fa6612cfd56c29b8e59870e409325c97b5817cd02f0aecdc660858cb
7,3,101,eba336f174567fcb0cbe45ab2829ab6e417e5432b48366773bd8e1e01fbb71b9,fdfbbaec5f16535502633bbc357c89e5e29af993370d260c29d6c7cbbde6421a,False,False,530,de59d0f4fa6612cfd56c29b8e59870e409325c97b5817cd02f0aecdc660858cb
7,4,101,0dc905d0ce38d09d418304dffaba37cf3672cff6339db8df003b6c4fc96aa42a,4c3dded717b367031b0b2340c0c939d9cd7533b0baea3a54b5b797786b0cf193,False,False,530,de59d0f4fa6612cfd56c29b8e59870e409325c97b5817cd02f0aecdc660858cb
7,5,101,3dcce5771c63c299d8f6b12da908ac832f516804833114359862b0e99e9d0c2a,abaabb5794b1a8896047a2a1c80c465c3b921ca352cecc1ce19e32444543e9ee,False,False,530,de59d0f4fa6612cfd56c29b8e59870e409325c97b5817cd02f0aecdc660858cb
7,6,101,44cab631c198e97e78ea843d543e9b6110fef98518ec9215dbbe72c7a34f6159,39d2f76c4a866abb0bab641985846a353bd7b714c20562cf90460155ab25b252,True,True,292,de59d0f4fa6612cfd56c29b8e59870e409325c97b5817cd02f0aecdc660858cb
7,7,101,5071ef97dd8117f2afe5fa2fa40881d980b74bcd0be2f766c3bdc4b41760f363,9a2eb8e154d272f803db119e7877d5d464349c18d9d7afb21c1c85abd05ad8ce,True,True,256,de59d0f4fa6612cfd56c29b8e59870e409325c97b5817cd02f0aecdc660858cb
7,8,101,f41c53b03f3db8451bfee790157a35155638227595d4b03930bc0a2f08f10ce5,a29bac86c196a45be6c5ef2da5778fc2dfd52376c536b5bfc2f11fe76136785c,True,True,266,de59d0f4fa6612cfd56c29b8e59870e409325c97b5817cd02f0aecdc660858cb
7,9,101,56348458dbdc56f25a28ff66bcf28c2fab253670a213281eabc83a6fe049ef37,d681645908742be56f567cec25eb91cd82a563e889d92374f682da5eede51046,False,False,530,de59d0f4fa6612cfd56c29b8e59870e409325c97b5817cd02f0aecdc660858cb
8,0,101,5ae81744cc2525c1ccaaeabcb0af628143dbb5f856467e0630c367fd8e23fc71,715288196fc2ffeaa82512b672640a2231127dc43b0ecce84ba15d9e493f4610,False,False,530,de59d0f4fa6612cfd56c29b8e59870e409325c97b5817cd02f0aecdc660858cb
8,1,101,c22f4427a773f55da2c4d5143b0d8f14396900d96bbe858d343aa68897c2ad0f,974f6cf975e70c89972f220d74bd6c85ade4e0e62497e7c3055eebb4a9ddd330,False,False,530,de59d0f4fa6612cfd56c29b8e59870e409325c97b5817cd02f0aecdc660858cb
8,2,101,d894d9a4f0f13fe5e0f4a0f0df57fd13e0fa88eb931ed2f05eba95d87d99978c,669855d4d8c215936eb2151ac9882c8021007d7fb76612d2f03506b80c5b62c7,True,True,388,de59d0f4fa6612cfd56c29b8e59870e409325c97b5817cd02f0aecdc660858cb
8,3,101,bff2ee3714f897642c96fde43cc9b1ed97810d87e20e96d0d7e66a3774532609,37993e8d8236c29c5c30af6381633f5f920de26ee5ec4d8e0e40e27d6a7864f0,False,False,530,de59d0f4fa6612cfd56c29b8e59870e409325c97b5817cd02f0aecdc660858cb
8,4,101,1d9d12aaf1ec255fa311025b88b45f858a3fa29d78c547e8b92ab6fb87c1cc33,1bdd79219513f07c79f15dcf8a499ef6c7880e2cb635a2dd8b786a2c108f3450,False,False,530,de59d0f4fa6612cfd56c29b8e59870e409325c97b5817cd02f0aecdc660858cb
8,5,101,bf126ff5f446b3df28263ec8cd1ab291a7cafb3141b76ba6f6add5f31d0b41f8,bb148fcd1228c87c31be1b213961f2da03d5cb7fd1ef2235fe0c590335b47603,False,False,530,de59d0f4fa6612cfd56c29b8e59870e409325c97b5817cd02f0aecdc660858cb
8,6,101,42cb101910959decd42655eb8188244771851bf054ad7ec28297e1622d3dd0f8,601a978a59d70c81e74e397d79dcbf74c0839f116cb6dc1a4f17e3dd3284c8f8,False,False,530,de59d0f4fa6612cfd56c29b8e59870e409325c97b5817cd02f0aecdc660858cb
8,7,101,302c0e586fe26551e164d7382aa69c8991228a5e20c41297d8fbd9bb70572dfa,b64bab1121fc59453df6711bf9e6e411bbaa59438c53507006af008f8010a17d,False,False,530,de59d0f4fa6612cfd56c29b8e59870e409325c97b5817cd02f0aecdc660858cb
8,8,101,6dd31e6c7ac74a7f5a3ab96e57dcfae3e2bc586132bfc7db92f596978f6b16f4,2ce2a9c37fe106d9fc183191363c16b313371d55e1b900d03d4654610221b136,False,False,530,de59d0f4fa6612cfd56c29b8e59870e409325c97b5817cd02f0aecdc660858cb
8,9,101,bbd05dd9738e0f5b38acf03eaeacc05dde50d41b621d68abe1d1b29afb5cde48,269b1ed430ff9d919bb538d9fc94e2a194a430c10c36bec0de6286d144b599cb,False,False,530,de59d0f4fa6612cfd56c29b8e59870e409325c97b5817cd02f0aecdc660858cb
9,0,101,2a8a308dcfb7374b905dfcae2e55bcb1b64b14cd5c55d182ca3e35626d385de9,f0b5cc7f6783250b8528b0a3a990ac229440a7d21eaa877db42f853e7885bd59,False,False,530,de59d0f4fa6612cfd56c29b8e59870e409325c97b5817cd02f0aecdc660858cb
9,1,101,5680efaa2477a0106b8c7089cb5113d67326668ea643ad78f8a1845caa1b6625,b75a3742b2fb208365e4f89ed4cd26b99d6c0fcd9f6266ec525c3377bcffa5a4,False,False,530,de59d0f4fa6612cfd56c29b8e59870e409325c97b5817cd02f0aecdc660858cb
9,2,101,d859d616fb1ce4900c11fd357f50a64ce00cd742206a8f3b1f8b1577f7933622,56ea692418a20f692d95acdb9e9a81a9a589e8b2610b37cb01bf09f3fe905a38,True,True,259,de59d0f4fa6612cfd56c29b8e59870e409325c97b5817cd02f0aecdc660858cb
9,3,101,51efa2134dc679b8cce99643c452b93955a4d7e35f8fb4ec74d8c6dfe379d85f,68068832390a56537386f1cbe2a9374c85e28e0e5252966269a1e4e055b9f662,False,False,530,de59d0f4fa6612cfd56c29b8e59870e409325c97b5817cd02f0aecdc660858cb
