case_id,arm,recurrence_depth,input_sha256,normalized_request_sha256,output_contract_sha256,oracle_candidate_sha256,oracle_proposal_bytes,wire_bytes
occurrence-t01-d1,fsr_pc,1,4a36664426548e765af7b1b029c349e50cf38b99d7f159decf138be460f3490c,3dc929cd6c7b8c71069ac4c99ad039bfd4f1a97bcc7dd79c72feb85576ad4f9a,d187dc50c24becc7126aea356421a76c4e806488d3b58b290838eb1c428da387,d3d106ff625a9b101dc7ed3ff9e22a2d7176f8b2cfad9fb8aefe6d4104b4a776,2825,5756
occurrence-t01-d2,cope,2,0a8310e2b8a2a74c24019b2309e9ae68b748089db6aa2ec6e04229ca5d9b3860,ab0d0ebd584a114ccc3bdb0026f8650525b84a878b6116461b49c5fd4b7910d1,673f4a2728cc9a77fc8f19cc098ee2b8866306530f1e889827759a7eaf5c949b,4d3eeb16825fd961f460adaed3431169793fc04384a3178ba98e8fed278ab6dd,279,7060
occurrence-t01-d2,neutral_patch,2,0a8310e2b8a2a74c24019b2309e9ae68b748089db6aa2ec6e04229ca5d9b3860,ab0d0ebd584a114ccc3bdb0026f8650525b84a878b6116461b49c5fd4b7910d1,611fcc351095c2a2cdd487519fb4595d38c7276ebf7d9cf5b69bfc8e247dee64,4d3eeb16825fd961f460adaed3431169793fc04384a3178ba98e8fed278ab6dd,1756,7123
occurrence-t01-d2,governed_delta,2,0a8310e2b8a2a74c24019b2309e9ae68b748089db6aa2ec6e04229ca5d9b3860,ab0d0ebd584a114ccc3bdb0026f8650525b84a878b6116461b49c5fd4b7910d1,af9597298e0b4df308ff2c320d0385f19ed1154ae2cf2426c1decc0276abaf6b,4d3eeb16825fd961f460adaed3431169793fc04384a3178ba98e8fed278ab6dd,2020,7129
occurrence-t01-d2,fsr_pc,2,0a8310e2b8a2a74c24019b2309e9ae68b748089db6aa2ec6e04229ca5d9b3860,ab0d0ebd584a114ccc3bdb0026f8650525b84a878b6116461b49c5fd4b7910d1,d187dc50c24becc7126aea356421a76c4e806488d3b58b290838eb1c428da387,4d3eeb16825fd961f460adaed3431169793fc04384a3178ba98e8fed278ab6dd,3883,6922
occurrence-t01-d2,full_replan,2,0a8310e2b8a2a74c24019b2309e9ae68b748089db6aa2ec6e04229ca5d9b3860,ab0d0ebd584a114ccc3bdb0026f8650525b84a878b6116461b49c5fd4b7910d1,059327311d8696f1b4a74a87457b9eb6343d487d40fa14fa1d452955721428c8,4d3eeb16825fd961f460adaed3431169793fc04384a3178ba98e8fed278ab6dd,515,6981
occurrence-t01-d3,neutral_patch,3,c388b35a98bfa6262b31da02d417cc58026d40dc80b557084ce95cf26e7fed12,abaf936fae0ad84e4edd6830d06d89a00d3c4cb850a1987f10d4ced69388a311,611fcc351095c2a2cdd487519fb4595d38c7276ebf7d9cf5b69bfc8e247dee64,d63d54711208c0444fcce782411d32a0c8656cf6e7a65cd815c456a18a73b515,1756,8289
occurrence-t01-d3,governed_delta,3,c388b35a98bfa6262b31da02d417cc58026d40dc80b557084ce95cf26e7fed12,abaf936fae0ad84e4edd6830d06d89a00d3c4cb850a1987f10d4ced69388a311,af9597298e0b4df308ff2c320d0385f19ed1154ae2cf2426c1decc0276abaf6b,d63d54711208c0444fcce782411d32a0c8656cf6e7a65cd815c456a18a73b515,2020,8295
occurrence-t01-d3,fsr_pc,3,c388b35a98bfa6262b31da02d417cc58026d40dc80b557084ce95cf26e7fed12,abaf936fae0ad84e4edd6830d06d89a00d3c4cb850a1987f10d4ced69388a311,d187dc50c24becc7126aea356421a76c4e806488d3b58b290838eb1c428da387,d63d54711208c0444fcce782411d32a0c8656cf6e7a65cd815c456a18a73b515,4941,8088
occurrence-t01-d3,full_replan,3,c388b35a98bfa6262b31da02d417cc58026d40dc80b557084ce95cf26e7fed12,abaf936fae0ad84e4edd6830d06d89a00d3c4cb850a1987f10d4ced69388a311,059327311d8696f1b4a74a87457b9eb6343d487d40fa14fa1d452955721428c8,d63d54711208c0444fcce782411d32a0c8656cf6e7a65cd815c456a18a73b515,612,8147
occurrence-t01-d3,cope,3,c388b35a98bfa6262b31da02d417cc58026d40dc80b557084ce95cf26e7fed12,abaf936fae0ad84e4edd6830d06d89a00d3c4cb850a1987f10d4ced69388a311,673f4a2728cc9a77fc8f19cc098ee2b8866306530f1e889827759a7eaf5c949b,d63d54711208c0444fcce782411d32a0c8656cf6e7a65cd815c456a18a73b515,279,8226
occurrence-t01-d4,governed_delta,4,a4223b6635302543ec45bba411d943ab2399d27a98a80c5f6be8d30a906506f7,a366ec538d21e25981a905ed764c0ad4c5114edea822ba122e7fcc035fda0f0e,af9597298e0b4df308ff2c320d0385f19ed1154ae2cf2426c1decc0276abaf6b,e822111ebe51c78da7b44d981dde7697da05cbef4771b1b1e94098c2af9ab19e,2020,9461
occurrence-t01-d4,fsr_pc,4,a4223b6635302543ec45bba411d943ab2399d27a98a80c5f6be8d30a906506f7,a366ec538d21e25981a905ed764c0ad4c5114edea822ba122e7fcc035fda0f0e,d187dc50c24becc7126aea356421a76c4e806488d3b58b290838eb1c428da387,e822111ebe51c78da7b44d981dde7697da05cbef4771b1b1e94098c2af9ab19e,5999,9254
occurrence-t01-d4,full_replan,4,a4223b6635302543ec45bba411d943ab2399d27a98a80c5f6be8d30a906506f7,a366ec538d21e25981a905ed764c0ad4c5114edea822ba122e7fcc035fda0f0e,059327311d8696f1b4a74a87457b9eb6343d487d40fa14fa1d452955721428c8,e822111ebe51c78da7b44d981dde7697da05cbef4771b1b1e94098c2af9ab19e,709,9313
occurrence-t01-d4,cope,4,a4223b6635302543ec45bba411d943ab2399d27a98a80c5f6be8d30a906506f7,a366ec538d21e25981a905ed764c0ad4c5114edea822ba122e7fcc035fda0f0e,673f4a2728cc9a77fc8f19cc098ee2b8866306530f1e889827759a7eaf5c949b,e822111ebe51c78da7b44d981dde7697da05cbef4771b1b1e94098c2af9ab19e,279,9392
occurrence-t01-d4,neutral_patch,4,a4223b6635302543ec45bba411d943ab2399d27a98a80c5f6be8d30a906506f7,a366ec538d21e25981a905ed764c0ad4c5114edea822ba122e7fcc035fda0f0e,611fcc351095c2a2cdd487519fb4595d38c7276ebf7d9cf5b69bfc8e247dee64,e822111ebe51c78da7b44d981dde7697da05cbef4771b1b1e94098c2af9ab19e,1756,9455
occurrence-t02-d1,fsr_pc,1,b45086199e85aed0189d9da8462c80f48113e408513d7cf92227f0e938af73a2,549354e7ee741240d2e47d268e75a85f3b953f0ea280cd22fc86ad74a754c313,d187dc50c24becc7126aea356421a76c4e806488d3b58b290838eb1c428da387,111224da1a01ca5b33ccc76a5aff96f2f2123046633a4fb8c53c55817d261bff,2786,5747
occurrence-t02-d1,full_replan,1,b45086199e85aed0189d9da8462c80f48113e408513d7cf92227f0e938af73a2,549354e7ee741240d2e47d268e75a85f3b953f0ea280cd22fc86ad74a754c313,059327311d8696f1b4a74a87457b9eb6343d487d40fa14fa1d452955721428c8,111224da1a01ca5b33ccc76a5aff96f2f2123046633a4fb8c53c55817d261bff,411,5806
occurrence-t02-d1,cope,1,b45086199e85aed0189d9da8462c80f48113e408513d7cf92227f0e938af73a2,549354e7ee741240d2e47d268e75a85f3b953f0ea280cd22fc86ad74a754c313,673f4a2728cc9a77fc8f19cc098ee2b8866306530f1e889827759a7eaf5c949b,111224da1a01ca5b33ccc76a5aff96f2f2123046633a4fb8c53c55817d261bff,271,5885
occurrence-t02-d1,neutral_patch,1,b45086199e85aed0189d9da8462c80f48113e408513d7cf92227f0e938af73a2,549354e7ee741240d2e47d268e75a85f3b953f0ea280cd22fc86ad74a754c313,611fcc351095c2a2cdd487519fb4595d38c7276ebf7d9cf5b69bfc8e247dee64,111224da1a01ca5b33ccc76a5aff96f2f2123046633a4fb8c53c55817d261bff,1711,5948
occurrence-t02-d1,governed_delta,1,b45086199e85aed0189d9da8462c80f48113e408513d7cf92227f0e938af73a2,549354e7ee741240d2e47d268e75a85f3b953f0ea280cd22fc86ad74a754c313,af9597298e0b4df308ff2c320d0385f19ed1154ae2cf2426c1decc0276abaf6b,111224da1a01ca5b33ccc76a5aff96f2f2123046633a4fb8c53c55817d261bff,1962,5954
occurrence-t02-d2,full_replan,2,ec3a433a87bedc76e3107db3fb652920eaad0835d555035980c392c5068b576c,e4db26ab0f8dd74ee9297cbefbca8c7c93e6dba8bbd9e7478651ca65d47f070a,059327311d8696f1b4a74a87457b9eb6343d487d40fa14fa1d452955721428c8,e2fb392b8e3bfd86a22fdb94aa038346618d729e2205107bd6269d6106632e61,500,6940
occurrence-t02-d2,cope,2,ec3a433a87bedc76e3107db3fb652920eaad0835d555035980c392c5068b576c,e4db26ab0f8dd74ee9297cbefbca8c7c93e6dba8bbd9e7478651ca65d47f070a,673f4a2728cc9a77fc8f19cc098ee2b8866306530f1e889827759a7eaf5c949b,e2fb392b8e3bfd86a22fdb94aa038346618d729e2205107bd6269d6106632e61,271,7019
occurrence-t02-d2,neutral_patch,2,ec3a433a87bedc76e3107db3fb652920eaad0835d555035980c392c5068b576c,e4db26ab0f8dd74ee9297cbefbca8c7c93e6dba8bbd9e7478651ca65d47f070a,611fcc351095c2a2cdd487519fb4595d38c7276ebf7d9cf5b69bfc8e247dee64,e2fb392b8e3bfd86a22fdb94aa038346618d729e2205107bd6269d6106632e61,1711,7082
occurrence-t02-d2,governed_delta,2,ec3a433a87bedc76e3107db3fb652920eaad0835d555035980c392c5068b576c,e4db26ab0f8dd74ee9297cbefbca8c7c93e6dba8bbd9e7478651ca65d47f070a,af9597298e0b4df308ff2c320d0385f19ed1154ae2cf2426c1decc0276abaf6b,e2fb392b8e3bfd86a22fdb94aa038346618d729e2205107bd6269d6106632e61,1962,7088
occurrence-t02-d2,fsr_pc,2,ec3a433a87bedc76e3107db3fb652920eaad0835d555035980c392c5068b576c,e4db26ab0f8dd74ee9297cbefbca8c7c93e6dba8bbd9e7478651ca65d47f070a,d187dc50c24becc7126aea356421a76c4e806488d3b58b290838eb1c428da387,e2fb392b8e3bfd86a22fdb94aa038346618d729e2205107bd6269d6106632e61,3812,6881
occurrence-t02-d3,cope,3,5b235334a3d87571edabdf61216185faf98ece1daa2284043eb20b6c27476108,c609e81f1bd9cd284b7dd7a9941036d01a7d7dcbf36316551a0519e316dd44f3,673f4a2728cc9a77fc8f19cc098ee2b8866306530f1e889827759a7eaf5c949b,a6bb10ab90da28863bb2bdbf4d65a70e190e58e739b64da8f45aaf4d422bdab5,271,8153
