case_id,arm,recurrence_depth,input_sha256,normalized_request_sha256,output_contract_sha256,oracle_candidate_sha256,oracle_proposal_bytes,wire_bytes
occurrence-v3-h02-d4,governed_delta,4,39400a210606614037b55dd095e20ce7a5f76207886256f3f4e85a87db681aa6,d8a7c4ffc7973709a7c85f43861cba86d23643947df416512d3c3fcbb6376ad7,5d43dfdd05f9d41a241a9ff18e3e76c49c133edadffca6aebf1d4b6807ad1199,c6a72e461f38abdcfbfa894bbacfd2b1a0d0cb4e10eeec857fda69ec564a9150,1998,10687
occurrence-v3-h02-d4,fsr_pc,4,39400a210606614037b55dd095e20ce7a5f76207886256f3f4e85a87db681aa6,d8a7c4ffc7973709a7c85f43861cba86d23643947df416512d3c3fcbb6376ad7,124878e813078a42f1eb1998ac5b1af82b0899bef445cedef6d25fd757191c4b,c6a72e461f38abdcfbfa894bbacfd2b1a0d0cb4e10eeec857fda69ec564a9150,5965,10028
occurrence-v3-h02-d4,full_replan,4,39400a210606614037b55dd095e20ce7a5f76207886256f3f4e85a87db681aa6,d8a7c4ffc7973709a7c85f43861cba86d23643947df416512d3c3fcbb6376ad7,3ffc4f83a689b0b4a1356e8a171986cf561362b4882d260e45b8c2447dd90204,c6a72e461f38abdcfbfa894bbacfd2b1a0d0cb4e10eeec857fda69ec564a9150,693,9685
occurrence-v3-h02-d4,cope,4,39400a210606614037b55dd095e20ce7a5f76207886256f3f4e85a87db681aa6,d8a7c4ffc7973709a7c85f43861cba86d23643947df416512d3c3fcbb6376ad7,d8609008349c9edf3c1671eb42d592c610778c70d8011052d37dddb60b2de99c,c6a72e461f38abdcfbfa894bbacfd2b1a0d0cb4e10eeec857fda69ec564a9150,281,9430
occurrence-v3-h03-d1,governed_delta,1,e95aca431b5e1889d0d510b99105c1ead886d99c07856f1d220e53dbbf785730,1804dfe8d62e83fc62f18dee1735ce3ff1f5617cf2118d9c9bddb3812159e9ef,5d43dfdd05f9d41a241a9ff18e3e76c49c133edadffca6aebf1d4b6807ad1199,0776d1d3af2d1303374392dd8f43de5144c8201630d1070ae4fdc7e4cb7f75d3,1943,7194
occurrence-v3-h03-d1,fsr_pc,1,e95aca431b5e1889d0d510b99105c1ead886d99c07856f1d220e53dbbf785730,1804dfe8d62e83fc62f18dee1735ce3ff1f5617cf2118d9c9bddb3812159e9ef,124878e813078a42f1eb1998ac5b1af82b0899bef445cedef6d25fd757191c4b,0776d1d3af2d1303374392dd8f43de5144c8201630d1070ae4fdc7e4cb7f75d3,2763,6535
occurrence-v3-h03-d1,full_replan,1,e95aca431b5e1889d0d510b99105c1ead886d99c07856f1d220e53dbbf785730,1804dfe8d62e83fc62f18dee1735ce3ff1f5617cf2118d9c9bddb3812159e9ef,3ffc4f83a689b0b4a1356e8a171986cf561362b4882d260e45b8c2447dd90204,0776d1d3af2d1303374392dd8f43de5144c8201630d1070ae4fdc7e4cb7f75d3,407,6192
occurrence-v3-h03-d1,cope,1,e95aca431b5e1889d0d510b99105c1ead886d99c07856f1d220e53dbbf785730,1804dfe8d62e83fc62f18dee1735ce3ff1f5617cf2118d9c9bddb3812159e9ef,d8609008349c9edf3c1671eb42d592c610778c70d8011052d37dddb60b2de99c,0776d1d3af2d1303374392dd8f43de5144c8201630d1070ae4fdc7e4cb7f75d3,274,5937
occurrence-v3-h03-d1,neutral_patch,1,e95aca431b5e1889d0d510b99105c1ead886d99c07856f1d220e53dbbf785730,1804dfe8d62e83fc62f18dee1735ce3ff1f5617cf2118d9c9bddb3812159e9ef,734bc9dbc2a1b5fb43256516b02f2d0c10d0754fcdaefab3a1efdf9efcedaabe,0776d1d3af2d1303374392dd8f43de5144c8201630d1070ae4fdc7e4cb7f75d3,1694,7595
occurrence-v3-h03-d2,fsr_pc,2,bfd67e87741d6961d8248d4869e843e89388da184439bd1b018f2aed88b8eaee,7ccf7cdf6e54369b7c571515879130e19014d4837328153a31c258d471bf19ae,124878e813078a42f1eb1998ac5b1af82b0899bef445cedef6d25fd757191c4b,3ee5f418f7244d4a653f45e00bddfd38dbca5e82d5b32ce9924d06c1d2c354e3,3789,7669
occurrence-v3-h03-d2,full_replan,2,bfd67e87741d6961d8248d4869e843e89388da184439bd1b018f2aed88b8eaee,7ccf7cdf6e54369b7c571515879130e19014d4837328153a31c258d471bf19ae,3ffc4f83a689b0b4a1356e8a171986cf561362b4882d260e45b8c2447dd90204,3ee5f418f7244d4a653f45e00bddfd38dbca5e82d5b32ce9924d06c1d2c354e3,493,7326
occurrence-v3-h03-d2,cope,2,bfd67e87741d6961d8248d4869e843e89388da184439bd1b018f2aed88b8eaee,7ccf7cdf6e54369b7c571515879130e19014d4837328153a31c258d471bf19ae,d8609008349c9edf3c1671eb42d592c610778c70d8011052d37dddb60b2de99c,3ee5f418f7244d4a653f45e00bddfd38dbca5e82d5b32ce9924d06c1d2c354e3,274,7071
occurrence-v3-h03-d2,neutral_patch,2,bfd67e87741d6961d8248d4869e843e89388da184439bd1b018f2aed88b8eaee,7ccf7cdf6e54369b7c571515879130e19014d4837328153a31c258d471bf19ae,734bc9dbc2a1b5fb43256516b02f2d0c10d0754fcdaefab3a1efdf9efcedaabe,3ee5f418f7244d4a653f45e00bddfd38dbca5e82d5b32ce9924d06c1d2c354e3,1694,8729
