filename,kind,distribution,version,bytes,sha256
scipy-1.15.3-cp310-cp310-manylinux_2_17_x86_64.manylinux2014_x86_64.whl,wheel,scipy,1.15.3,37662964,9e2abc762b0811e09a0d3258abee2d98e0c703eee49464ce0069590846f31d40
semantic_version-2.10.0-py2.py3-none-any.whl,wheel,semantic-version,2.10.0,15552,de78a3b8e0feda74cabc54aab2da702113e33ac9d9eb9d2389bcf1f58b7d9177
sentencepiece-0.2.1-cp310-cp310-manylinux_2_27_x86_64.manylinux_2_28_x86_64.whl,wheel,sentencepiece,0.2.1,1387926,27e38eee653abc3d387862e67bc5c8b6f428cd604e688b85d29170b7e725c26c
sentry_sdk-2.64.0-py3-none-any.whl,wheel,sentry-sdk,2.64.0,498901,715ea91ca860a819e8d8a50a7bde3a80d0df3b4ed7b6660a20fb9a2d084188f1
setproctitle-1.3.7-cp310-cp310-manylinux1_x86_64.manylinux_2_28_x86_64.manylinux_2_5_x86_64.whl,wheel,setproctitle,1.3.7,31793,00afa6fc507967d8c9d592a887cdc6c1f5742ceac6a4354d111ca0214847732c
setuptools-83.0.0-py3-none-any.whl,wheel,setuptools,83.0.0,1008090,29b23c360f22f414dc7336bb39178cc7bcbf6021ed2733cde173f09dba19abb3
shellingham-1.5.4-py2.py3-none-any.whl,wheel,shellingham,1.5.4,9755,7ecfff8f2fd72616f7481040475a65b2bf8af90a56c89140852d1120324e8686
simple_parsing-0.1.8-py3-none-any.whl,wheel,simple-parsing,0.1.8,113438,4d1ef136a28674b3ebb9760cacda4d6f01de32de0b280a869df977d182f12947
six-1.17.0-py2.py3-none-any.whl,wheel,six,1.17.0,11050,4721f391ed90541fddacab5acf947aa0d3dc7d27b2e1e8eda2be8970586c3274
smmap-5.0.3-py3-none-any.whl,wheel,smmap,5.0.3,24390,c106e05d5a61449cf6ba9a1e650227ecfb141590d2a98412103ff35d89fc7b2f
starlette-0.46.2-py3-none-any.whl,wheel,starlette,0.46.2,72037,595633ce89f8ffa71a015caed34a5b2dc1c0cdb3f0f1fbd1e69339cf2abeec35
sympy-1.13.1-py3-none-any.whl,wheel,sympy,1.13.1,6189177,db36cdc64bf61b9b24578b6f7bab1ecdd2452cf008f34faa33776680c26d66f8
tensorboard-2.15.2-py3-none-any.whl,wheel,tensorboard,2.15.2,5539713,a6f6443728064d962caea6d34653e220e34ef8df764cb06a8212c17e1a8f0622
tensorboard_data_server-0.7.2-py3-none-manylinux_2_31_x86_64.whl,wheel,tensorboard-data-server,0.7.2,6590363,ef687163c24185ae9754ed5650eb5bc4d84ff257aabdc33f0cc6f74d8ba54530
tensorflow-2.15.0-cp310-cp310-manylinux_2_17_x86_64.manylinux2014_x86_64.whl,wheel,tensorflow,2.15.0,475215351,ed601b43df9b7d9bed0203b34bcb9356efd4f671eaaac1046b7166a2afee0cf8
tensorflow_addons-0.23.0-cp310-cp310-manylinux_2_17_x86_64.manylinux2014_x86_64.whl,wheel,tensorflow-addons,0.23.0,611807,0d224e237c11a0185fe1ea5d72e52c9d183a3adc075b4684d904f9b80b4c2579
tensorflow_datasets-4.9.3-py3-none-any.whl,wheel,tensorflow-datasets,4.9.3,5018112,09cd60eccab0d5a9d15f53e76ee0f1b530ee5aa3665e42be621a4810d9fa5db6
tensorflow_estimator-2.15.0-py2.py3-none-any.whl,wheel,tensorflow-estimator,2.15.0,441974,aedf21eec7fb2dc91150fc91a1ce12bc44dbb72278a08b58e79ff87c9e28f153
tensorflow_graphics-2021.12.3-py3-none-any.whl,wheel,tensorflow-graphics,2021.12.3,4348668,7b4c2e4515a76560b04c55596ffed0dce79e67d2202b997965d7ec16d75483b0
tensorflow_io_gcs_filesystem-0.37.1-cp310-cp310-manylinux_2_17_x86_64.manylinux2014_x86_64.whl,wheel,tensorflow-io-gcs-filesystem,0.37.1,5085736,9679b36e3a80921876f31685ab6f7270f3411a4cc51bc2847e80d0e4b5291e27
tensorflow_metadata-1.14.0-py3-none-any.whl,wheel,tensorflow-metadata,1.14.0,28663,5ff79bf96f98c800fc08270b852663afe7e74d7e1f92b50ba1487bfc63894cdb
termcolor-3.3.0-py3-none-any.whl,wheel,termcolor,3.3.0,7734,cf642efadaf0a8ebbbf4bc7a31cec2f9b5f21a9f726f4ccbb08192c9c26f43a5
timm-0.9.16-py3-none-any.whl,wheel,timm,0.9.16,2249737,bf5704014476ab011589d3c14172ee4c901fd18f9110a928019cac5be2945914
tokenizers-0.19.1-cp310-cp310-manylinux_2_17_x86_64.manylinux2014_x86_64.whl,wheel,tokenizers,0.19.1,3607049,8b01afb7193d47439f091cd8f070a1ced347ad0f9144952a30a41836902fe09e
toml-0.10.2-py2.py3-none-any.whl,wheel,toml,0.10.2,16588,806143ae5bfb6a3c6e736a764057db0e6a0e05e338b5630894a5f779cabb4f9b
tomli-2.4.1-py3-none-any.whl,wheel,tomli,2.4.1,14583,0d85819802132122da43cb86656f8d1f8c6587d54ae7dcaf30e90533028b49fe
tomlkit-0.12.0-py3-none-any.whl,wheel,tomlkit,0.12.0,37334,926f1f37a1587c7a4f6c7484dae538f1345d96d793d9adab5d3675957b1d0766
torch-2.5.1+cu121-cp310-cp310-linux_x86_64.whl,wheel,torch,2.5.1+cu121,780429430,92af92c569de5da937dd1afb45ecfdd598ec1254cf2e49e3d698cb24d71aae14
torchvision-0.20.1+cu121-cp310-cp310-linux_x86_64.whl,wheel,torchvision,0.20.1+cu121,7282142,304937b82c933d5155bd04d771f4b187273f67a76050bb4276b521f7e9b4c4e7
tqdm-4.68.4-py3-none-any.whl,wheel,tqdm,4.68.4,676612,5168118b2368f48c561afda8020fd79195b1bdb0bdf8086b88442c267a315dc2
traitlets-5.15.1-py3-none-any.whl,wheel,traitlets,5.15.1,85858,770a53705f84b81ac107e83a1b3328ff2dae16094d8fc3cfc004e4b22dfd8e92
transformers-4.40.1-py3-none-any.whl,wheel,transformers,4.40.1,8998636,9d5ee0c8142a60501faf9e49a0b42f8e9cb8611823bce4f195a9325a6816337e
trimesh-4.12.2-py3-none-any.whl,wheel,trimesh,4.12.2,741043,b5b5afa63c5272345f2858f7676bc8c217dc8a89f4fadf6193fe10a81b5ff2aa
triton-3.1.0-cp310-cp310-manylinux_2_17_x86_64.manylinux2014_x86_64.whl,wheel,triton,3.1.0,209460013,6b0dd10a925263abbe9fa37dcde67a5e9b2383fc269fdf59f5657cac38c5d1d8
typeguard-2.13.3-py3-none-any.whl,wheel,typeguard,2.13.3,17605,5e3e3be01e887e7eafae5af63d1f36c849aaa94e3a0112097312aabfa16284f1
typer-0.26.8-py3-none-any.whl,wheel,typer,0.26.8,122564,3512ca79ac5c11113414b36e80281b872884477722440691c89d1112e321a49c
typing_extensions-4.15.0-py3-none-any.whl,wheel,typing-extensions,4.15.0,44614,f0fa19c6845758ab08074a0cfa8b7aecb71c999ca73d62883bc25cc018c4e548
typing_inspect-0.9.0-py3-none-any.whl,wheel,typing-inspect,0.9.0,8827,9ee6fc59062311ef8547596ab6b955e1b8aa46242d854bfc78f4f6b0eff35f9f
typing_inspection-0.4.2-py3-none-any.whl,wheel,typing-inspection,0.4.2,14611,4ed1cacbdc298c220f1bd249ed5287caa16f34d44ef4e9c3d0cbad5b521545e7
tzdata-2026.3-py2.py3-none-any.whl,wheel,tzdata,2026.3,348168,dc096730c87af6cab1b171c9d532be840741ff5d459015e7f6947bd7d7e54931
urllib3-2.7.0-py3-none-any.whl,wheel,urllib3,2.7.0,131087,9fb4c81ebbb1ce9531cce37674bbc6f1360472bc18ca9a553ede278ef7276897
uvicorn-0.51.0-py3-none-any.whl,wheel,uvicorn,0.51.0,73219,5d38af6cd620f2ae3849fb44fd4879e0890aa1febe8d47eb355fb45d93fe6a5b
wandb-0.16.6-py3-none-any.whl,wheel,wandb,0.16.6,2206580,5810019a3b981c796e98ea58557a7c380f18834e0c6bdaed15df115522e5616e
websockets-12.0-cp310-cp310-manylinux_2_5_x86_64.manylinux1_x86_64.manylinux_2_17_x86_64.manylinux2014_x86_64.whl,wheel,websockets,12.0,130245,6350b14a40c95ddd53e775dbdbbbc59b124a5c8ecd6fbb09c2e52029f7a9f480
werkzeug-3.1.8-py3-none-any.whl,wheel,werkzeug,3.1.8,226459,63a77fb8892bf28ebc3178683445222aa500e48ebad5ec77b0ad80f8726b1f50
wheel-0.47.0-py3-none-any.whl,wheel,wheel,0.47.0,32218,212281cab4dff978f6cedd499cd893e1f620791ca6ff7107cf270781e587eced
wrapt-1.14.2-cp310-cp310-manylinux1_x86_64.manylinux_2_28_x86_64.manylinux_2_5_x86_64.whl,wheel,wrapt,1.14.2,76907,851ded3662733bab093297a0adb844c71e7754b8c144f76bb569ac6544a7c27a
zipp-4.1.0-py3-none-any.whl,wheel,zipp,4.1.0,10238,25ad4e16390cd314347dd8f1de67a2ac538ae658ed4ab9db16029c07c188e97f
bddl-3.6.0.tar.gz,sdist_retained_not_locked,,,2338616,81d40ab7a32769828ecad3110c7db5e40e26cfb29b1158b3448a6ccb91e5d386
evdev-1.9.3.tar.gz,sdist_retained_not_locked,,,32723,2c140e01ac8437758fa23fe5c871397412461f42d421aa20241dc8fe8cfccbc9
gym-0.26.2.tar.gz,sdist_retained_not_locked,,,721689,e0d882f4b54f0c65f203104c24ab8a38b039f1289986803c7d02cdbe214fbcc4
promise-2.3.tar.gz,sdist_retained_not_locked,,,19534,dfd18337c523ba4b6a58801c164c1904a9d4d1b1747c7d5dbf45b693a49d93d0
