case_id,family,arm,oracle_accepted,semantic_state_sha256,transaction_meta_sha256,common_input_sha256,rule_clause_count
SCE-S04-03,scale_04_conjunctive_dependency_block,fsr_semantic,True,2a8680569e87b5e45a14bf959854744a85036f5041e47cb2e94ae192d1e9673f,3999b608da6d352a2c5bf557a8e695eb7ea45607836e2b38803b2e36ebe8eff2,b66d62e8f01b2cdd9039f7008c4e332b0ae342024b5205d20ab5f8293981fc59,3
SCE-S04-04,scale_04_disjunctive_dependency_survival,cope_semantic,True,7ec1c6459c9a992833aca2b373d0b9f65a9e9cd27f92261567139cd64ceb9d22,deeaf591f712d21df45521d5e6f914ffbbf8a523fe262f564d0cba96a2956598,37c8637076def19dae41e062ee243ebd8de8dbf2a42f0eef0cd9cfec8ff70722,2
SCE-S04-04,scale_04_disjunctive_dependency_survival,neutral_typed,True,7ec1c6459c9a992833aca2b373d0b9f65a9e9cd27f92261567139cd64ceb9d22,deeaf591f712d21df45521d5e6f914ffbbf8a523fe262f564d0cba96a2956598,37c8637076def19dae41e062ee243ebd8de8dbf2a42f0eef0cd9cfec8ff70722,2
SCE-S04-04,scale_04_disjunctive_dependency_survival,compact_semantic,True,7ec1c6459c9a992833aca2b373d0b9f65a9e9cd27f92261567139cd64ceb9d22,deeaf591f712d21df45521d5e6f914ffbbf8a523fe262f564d0cba96a2956598,37c8637076def19dae41e062ee243ebd8de8dbf2a42f0eef0cd9cfec8ff70722,2
SCE-S04-04,scale_04_disjunctive_dependency_survival,fsr_semantic,True,7ec1c6459c9a992833aca2b373d0b9f65a9e9cd27f92261567139cd64ceb9d22,deeaf591f712d21df45521d5e6f914ffbbf8a523fe262f564d0cba96a2956598,37c8637076def19dae41e062ee243ebd8de8dbf2a42f0eef0cd9cfec8ff70722,2
SCE-S04-05,scale_04_priority_raise_without_preemption,cope_semantic,True,3f36504f10d26bdf27f705a6665b9f6ebf9c02a9fca43c90ed30ca934ea4709e,c81dbfeead0d28fd358fb0b228c005ce3de89555a3bf73ee82df0c17e85dc05b,3b28809daf30f719a389e62556f7a747224cae0d1414efe63bb09385725b244f,1
SCE-S04-05,scale_04_priority_raise_without_preemption,neutral_typed,True,3f36504f10d26bdf27f705a6665b9f6ebf9c02a9fca43c90ed30ca934ea4709e,c81dbfeead0d28fd358fb0b228c005ce3de89555a3bf73ee82df0c17e85dc05b,3b28809daf30f719a389e62556f7a747224cae0d1414efe63bb09385725b244f,1
SCE-S04-05,scale_04_priority_raise_without_preemption,compact_semantic,True,3f36504f10d26bdf27f705a6665b9f6ebf9c02a9fca43c90ed30ca934ea4709e,c81dbfeead0d28fd358fb0b228c005ce3de89555a3bf73ee82df0c17e85dc05b,3b28809daf30f719a389e62556f7a747224cae0d1414efe63bb09385725b244f,1
SCE-S04-05,scale_04_priority_raise_without_preemption,fsr_semantic,True,3f36504f10d26bdf27f705a6665b9f6ebf9c02a9fca43c90ed30ca934ea4709e,c81dbfeead0d28fd358fb0b228c005ce3de89555a3bf73ee82df0c17e85dc05b,3b28809daf30f719a389e62556f7a747224cae0d1414efe63bb09385725b244f,1
SCE-S04-06,scale_04_priority_raise_with_preemption,cope_semantic,True,681644e193d564de3e0dad7ab232286c9d09844b574dbfc4b4a23bdb80a0f07f,0f13a519aad40af49f9583f0c639df7984ddfc66be7acb93a086c225aaf5be60,84d03394162f4f7026158415674c1c1ca039814f1bb30cacadced3418dc9720e,3
SCE-S04-06,scale_04_priority_raise_with_preemption,neutral_typed,True,681644e193d564de3e0dad7ab232286c9d09844b574dbfc4b4a23bdb80a0f07f,0f13a519aad40af49f9583f0c639df7984ddfc66be7acb93a086c225aaf5be60,84d03394162f4f7026158415674c1c1ca039814f1bb30cacadced3418dc9720e,3
SCE-S04-06,scale_04_priority_raise_with_preemption,compact_semantic,True,681644e193d564de3e0dad7ab232286c9d09844b574dbfc4b4a23bdb80a0f07f,0f13a519aad40af49f9583f0c639df7984ddfc66be7acb93a086c225aaf5be60,84d03394162f4f7026158415674c1c1ca039814f1bb30cacadced3418dc9720e,3
SCE-S04-06,scale_04_priority_raise_with_preemption,fsr_semantic,True,681644e193d564de3e0dad7ab232286c9d09844b574dbfc4b4a23bdb80a0f07f,0f13a519aad40af49f9583f0c639df7984ddfc66be7acb93a086c225aaf5be60,84d03394162f4f7026158415674c1c1ca039814f1bb30cacadced3418dc9720e,3
SCE-S04-07,scale_04_replacement_insert_only,cope_semantic,True,973b5bdf65e37cb58b0a3959544508ec60a68b4cb01cecd4e6908978e21f8ca1,edf8e5047ac51a5c28626e83470a5cab54d7bfcd68d52be3f844911e3191513d,dbd72895c35b96d334fcd9e7b286601d1aa2e17e026d2c4beb21f47f390d8878,2
SCE-S04-07,scale_04_replacement_insert_only,neutral_typed,True,973b5bdf65e37cb58b0a3959544508ec60a68b4cb01cecd4e6908978e21f8ca1,edf8e5047ac51a5c28626e83470a5cab54d7bfcd68d52be3f844911e3191513d,dbd72895c35b96d334fcd9e7b286601d1aa2e17e026d2c4beb21f47f390d8878,2
SCE-S04-07,scale_04_replacement_insert_only,compact_semantic,True,973b5bdf65e37cb58b0a3959544508ec60a68b4cb01cecd4e6908978e21f8ca1,edf8e5047ac51a5c28626e83470a5cab54d7bfcd68d52be3f844911e3191513d,dbd72895c35b96d334fcd9e7b286601d1aa2e17e026d2c4beb21f47f390d8878,2
SCE-S04-07,scale_04_replacement_insert_only,fsr_semantic,True,973b5bdf65e37cb58b0a3959544508ec60a68b4cb01cecd4e6908978e21f8ca1,edf8e5047ac51a5c28626e83470a5cab54d7bfcd68d52be3f844911e3191513d,dbd72895c35b96d334fcd9e7b286601d1aa2e17e026d2c4beb21f47f390d8878,2
SCE-S04-08,scale_04_replacement_retarget_action,cope_semantic,True,1b1753bf666aa1ae7be6f66c5fd1b15664467d9b5bf79c4ff72ffe536640fcf0,1a3439707211dcd930d5bb15c1f9f4c9124c908152f7716cafbb0c634a021562,f5b99a333ce5dd41eab623721b01acdc4c515a9db9f5ded1bb5cace1e0207de6,3
SCE-S04-08,scale_04_replacement_retarget_action,neutral_typed,True,1b1753bf666aa1ae7be6f66c5fd1b15664467d9b5bf79c4ff72ffe536640fcf0,1a3439707211dcd930d5bb15c1f9f4c9124c908152f7716cafbb0c634a021562,f5b99a333ce5dd41eab623721b01acdc4c515a9db9f5ded1bb5cace1e0207de6,3
SCE-S04-08,scale_04_replacement_retarget_action,compact_semantic,True,1b1753bf666aa1ae7be6f66c5fd1b15664467d9b5bf79c4ff72ffe536640fcf0,1a3439707211dcd930d5bb15c1f9f4c9124c908152f7716cafbb0c634a021562,f5b99a333ce5dd41eab623721b01acdc4c515a9db9f5ded1bb5cace1e0207de6,3
SCE-S04-08,scale_04_replacement_retarget_action,fsr_semantic,True,1b1753bf666aa1ae7be6f66c5fd1b15664467d9b5bf79c4ff72ffe536640fcf0,1a3439707211dcd930d5bb15c1f9f4c9124c908152f7716cafbb0c634a021562,f5b99a333ce5dd41eab623721b01acdc4c515a9db9f5ded1bb5cace1e0207de6,3
SCE-S04-09,scale_04_replacement_retarget_progress,cope_semantic,True,aebe2dee53afccf35684c65d14f86bca4d49185a6524458a65a30fb3e5adc396,a8343574e249bf136902f7823a314c3851256f35ae1e865ed77685206675b1de,cab7b228ba5b2e706549bcc83b32dcd5d58f055de798fbeb87b1f2e71ef33ce6,3
SCE-S04-09,scale_04_replacement_retarget_progress,neutral_typed,True,aebe2dee53afccf35684c65d14f86bca4d49185a6524458a65a30fb3e5adc396,a8343574e249bf136902f7823a314c3851256f35ae1e865ed77685206675b1de,cab7b228ba5b2e706549bcc83b32dcd5d58f055de798fbeb87b1f2e71ef33ce6,3
SCE-S04-09,scale_04_replacement_retarget_progress,compact_semantic,True,aebe2dee53afccf35684c65d14f86bca4d49185a6524458a65a30fb3e5adc396,a8343574e249bf136902f7823a314c3851256f35ae1e865ed77685206675b1de,cab7b228ba5b2e706549bcc83b32dcd5d58f055de798fbeb87b1f2e71ef33ce6,3
SCE-S04-09,scale_04_replacement_retarget_progress,fsr_semantic,True,aebe2dee53afccf35684c65d14f86bca4d49185a6524458a65a30fb3e5adc396,a8343574e249bf136902f7823a314c3851256f35ae1e865ed77685206675b1de,cab7b228ba5b2e706549bcc83b32dcd5d58f055de798fbeb87b1f2e71ef33ce6,3
SCE-S04-10,scale_04_temporary_override_insert,cope_semantic,True,6afc42ea7066b2799ab76708fbf769aecf04e0b99710458ee8ed69546cc07818,02e90b651dc3d017d5ef7969b2f80f867b12e71291084e12aa060ba076c3606a,2f1a151681039108f35a57003de66977de3300835da17223057d43a86529124d,3
SCE-S04-10,scale_04_temporary_override_insert,neutral_typed,True,6afc42ea7066b2799ab76708fbf769aecf04e0b99710458ee8ed69546cc07818,02e90b651dc3d017d5ef7969b2f80f867b12e71291084e12aa060ba076c3606a,2f1a151681039108f35a57003de66977de3300835da17223057d43a86529124d,3
SCE-S04-10,scale_04_temporary_override_insert,compact_semantic,True,6afc42ea7066b2799ab76708fbf769aecf04e0b99710458ee8ed69546cc07818,02e90b651dc3d017d5ef7969b2f80f867b12e71291084e12aa060ba076c3606a,2f1a151681039108f35a57003de66977de3300835da17223057d43a86529124d,3
SCE-S04-10,scale_04_temporary_override_insert,fsr_semantic,True,6afc42ea7066b2799ab76708fbf769aecf04e0b99710458ee8ed69546cc07818,02e90b651dc3d017d5ef7969b2f80f867b12e71291084e12aa060ba076c3606a,2f1a151681039108f35a57003de66977de3300835da17223057d43a86529124d,3
SCE-S04-11,scale_04_temporary_override_with_restore,cope_semantic,True,aab63ffc4e77d78641d31eb0582fa27d3a9452d4d886c96680e4364d9c83ce1b,980159e1bac70a69cbf19ed2253ffa0edf3eaf5bc0825715d7ab407d31b79138,10fab6ba9c146b45f9418a66970926a10749ee77e9b4e6b303a9fc75f6a1945c,4
SCE-S04-11,scale_04_temporary_override_with_restore,neutral_typed,True,aab63ffc4e77d78641d31eb0582fa27d3a9452d4d886c96680e4364d9c83ce1b,980159e1bac70a69cbf19ed2253ffa0edf3eaf5bc0825715d7ab407d31b79138,10fab6ba9c146b45f9418a66970926a10749ee77e9b4e6b303a9fc75f6a1945c,4
SCE-S04-11,scale_04_temporary_override_with_restore,compact_semantic,True,aab63ffc4e77d78641d31eb0582fa27d3a9452d4d886c96680e4364d9c83ce1b,980159e1bac70a69cbf19ed2253ffa0edf3eaf5bc0825715d7ab407d31b79138,10fab6ba9c146b45f9418a66970926a10749ee77e9b4e6b303a9fc75f6a1945c,4
SCE-S04-11,scale_04_temporary_override_with_restore,fsr_semantic,True,aab63ffc4e77d78641d31eb0582fa27d3a9452d4d886c96680e4364d9c83ce1b,980159e1bac70a69cbf19ed2253ffa0edf3eaf5bc0825715d7ab407d31b79138,10fab6ba9c146b45f9418a66970926a10749ee77e9b4e6b303a9fc75f6a1945c,4
SCE-S04-12,scale_04_override_release_resume,cope_semantic,True,3560710dce3a30affc7fdb8d52bc1db3554d04474e56427c97566de40a6b814a,b2d1e361bb801365d170142c729974e43bea4717b684dcf464276c8888e38bda,23209de3a4de0832d3f5f54dbb40d005874c5619149556b6e04e3b67f228c6f2,4
SCE-S04-12,scale_04_override_release_resume,neutral_typed,True,3560710dce3a30affc7fdb8d52bc1db3554d04474e56427c97566de40a6b814a,b2d1e361bb801365d170142c729974e43bea4717b684dcf464276c8888e38bda,23209de3a4de0832d3f5f54dbb40d005874c5619149556b6e04e3b67f228c6f2,4
SCE-S04-12,scale_04_override_release_resume,compact_semantic,True,3560710dce3a30affc7fdb8d52bc1db3554d04474e56427c97566de40a6b814a,b2d1e361bb801365d170142c729974e43bea4717b684dcf464276c8888e38bda,23209de3a4de0832d3f5f54dbb40d005874c5619149556b6e04e3b67f228c6f2,4
SCE-S04-12,scale_04_override_release_resume,fsr_semantic,True,3560710dce3a30affc7fdb8d52bc1db3554d04474e56427c97566de40a6b814a,b2d1e361bb801365d170142c729974e43bea4717b684dcf464276c8888e38bda,23209de3a4de0832d3f5f54dbb40d005874c5619149556b6e04e3b67f228c6f2,4
SCE-S04-13,scale_04_override_release_complete,cope_semantic,True,e4829276ec669f2969f66c4f67b80d487f7fc6ff41740e1748d39e0bf86153ea,06a427bf4f91d26afab905814118fbc9b2bbdaec5b023d8fbad3f5aff48bfa1c,caa37d03f45f7f97b3fc7529f0b4674b3e09f6214a66a8bbfe2efdd8525fc27f,4
SCE-S04-13,scale_04_override_release_complete,neutral_typed,True,e4829276ec669f2969f66c4f67b80d487f7fc6ff41740e1748d39e0bf86153ea,06a427bf4f91d26afab905814118fbc9b2bbdaec5b023d8fbad3f5aff48bfa1c,caa37d03f45f7f97b3fc7529f0b4674b3e09f6214a66a8bbfe2efdd8525fc27f,4
SCE-S04-13,scale_04_override_release_complete,compact_semantic,True,e4829276ec669f2969f66c4f67b80d487f7fc6ff41740e1748d39e0bf86153ea,06a427bf4f91d26afab905814118fbc9b2bbdaec5b023d8fbad3f5aff48bfa1c,caa37d03f45f7f97b3fc7529f0b4674b3e09f6214a66a8bbfe2efdd8525fc27f,4
SCE-S04-13,scale_04_override_release_complete,fsr_semantic,True,e4829276ec669f2969f66c4f67b80d487f7fc6ff41740e1748d39e0bf86153ea,06a427bf4f91d26afab905814118fbc9b2bbdaec5b023d8fbad3f5aff48bfa1c,caa37d03f45f7f97b3fc7529f0b4674b3e09f6214a66a8bbfe2efdd8525fc27f,4
SCE-S04-14,scale_04_world_fact_blocks_pending,cope_semantic,True,10cc36b5661335f9b3d8839c5b1cab040110316834e33aa82aee17e603facedb,fb333909c0c4769a2941a2fd46fca9169c3e038bbcfec3ea0f1cee8d5cd33cf1,3595f41047957f1c93f1157dd6f4bf8a672ce8c2dc4aa22e96afc49537e11d67,2
SCE-S04-14,scale_04_world_fact_blocks_pending,neutral_typed,True,10cc36b5661335f9b3d8839c5b1cab040110316834e33aa82aee17e603facedb,fb333909c0c4769a2941a2fd46fca9169c3e038bbcfec3ea0f1cee8d5cd33cf1,3595f41047957f1c93f1157dd6f4bf8a672ce8c2dc4aa22e96afc49537e11d67,2
SCE-S04-14,scale_04_world_fact_blocks_pending,compact_semantic,True,10cc36b5661335f9b3d8839c5b1cab040110316834e33aa82aee17e603facedb,fb333909c0c4769a2941a2fd46fca9169c3e038bbcfec3ea0f1cee8d5cd33cf1,3595f41047957f1c93f1157dd6f4bf8a672ce8c2dc4aa22e96afc49537e11d67,2
SCE-S04-14,scale_04_world_fact_blocks_pending,fsr_semantic,True,10cc36b5661335f9b3d8839c5b1cab040110316834e33aa82aee17e603facedb,fb333909c0c4769a2941a2fd46fca9169c3e038bbcfec3ea0f1cee8d5cd33cf1,3595f41047957f1c93f1157dd6f4bf8a672ce8c2dc4aa22e96afc49537e11d67,2
SCE-S04-15,scale_04_world_fact_halts_running,cope_semantic,True,5b352a43248b8428398b4fb45278ecdc784a89c84b7e007942d0cb9b78fb98a0,235b999a671059daa2bd59397bbccccce7055118dac5d28b086e7dac1c4b401e,5c2a6b6156d4c74d9a43c8ed382696592d609e22fcd2fa93447514b66328f938,3
SCE-S04-15,scale_04_world_fact_halts_running,neutral_typed,True,5b352a43248b8428398b4fb45278ecdc784a89c84b7e007942d0cb9b78fb98a0,235b999a671059daa2bd59397bbccccce7055118dac5d28b086e7dac1c4b401e,5c2a6b6156d4c74d9a43c8ed382696592d609e22fcd2fa93447514b66328f938,3
SCE-S04-15,scale_04_world_fact_halts_running,compact_semantic,True,5b352a43248b8428398b4fb45278ecdc784a89c84b7e007942d0cb9b78fb98a0,235b999a671059daa2bd59397bbccccce7055118dac5d28b086e7dac1c4b401e,5c2a6b6156d4c74d9a43c8ed382696592d609e22fcd2fa93447514b66328f938,3
SCE-S04-15,scale_04_world_fact_halts_running,fsr_semantic,True,5b352a43248b8428398b4fb45278ecdc784a89c84b7e007942d0cb9b78fb98a0,235b999a671059daa2bd59397bbccccce7055118dac5d28b086e7dac1c4b401e,5c2a6b6156d4c74d9a43c8ed382696592d609e22fcd2fa93447514b66328f938,3
SCE-S04-16,scale_04_evidence_invalidates_progress,cope_semantic,True,0386b4ef74caf4d3281b3877016a52c833096c254a781deb308dc6007e8821dd,b519764180b5a3eeb4ba01288e1e722be76acd94b8932257d0fb23afbf0fecf8,98eba791e05bbd6b272eb4b3425ad31a3dae3dc2606a6d5578a2186f28a6f3a6,3
SCE-S04-16,scale_04_evidence_invalidates_progress,neutral_typed,True,0386b4ef74caf4d3281b3877016a52c833096c254a781deb308dc6007e8821dd,b519764180b5a3eeb4ba01288e1e722be76acd94b8932257d0fb23afbf0fecf8,98eba791e05bbd6b272eb4b3425ad31a3dae3dc2606a6d5578a2186f28a6f3a6,3
SCE-S04-16,scale_04_evidence_invalidates_progress,compact_semantic,True,0386b4ef74caf4d3281b3877016a52c833096c254a781deb308dc6007e8821dd,b519764180b5a3eeb4ba01288e1e722be76acd94b8932257d0fb23afbf0fecf8,98eba791e05bbd6b272eb4b3425ad31a3dae3dc2606a6d5578a2186f28a6f3a6,3
SCE-S04-16,scale_04_evidence_invalidates_progress,fsr_semantic,True,0386b4ef74caf4d3281b3877016a52c833096c254a781deb308dc6007e8821dd,b519764180b5a3eeb4ba01288e1e722be76acd94b8932257d0fb23afbf0fecf8,98eba791e05bbd6b272eb4b3425ad31a3dae3dc2606a6d5578a2186f28a6f3a6,3
SCE-S04-17,scale_04_evidence_revalidates_progress,cope_semantic,True,0307474f0de2abb8464f6e90c049f3ebf6f64084c33a54c6ada9a575289b217e,b512a8b0d853e44d3717eec295e059fec9e3b6eb9852ec9651d523522ced76dd,8bc8725415cbdcb54aaffe78d312fbef57184b59ff2b6bf335e92e88c36ae53c,3
SCE-S04-17,scale_04_evidence_revalidates_progress,neutral_typed,True,0307474f0de2abb8464f6e90c049f3ebf6f64084c33a54c6ada9a575289b217e,b512a8b0d853e44d3717eec295e059fec9e3b6eb9852ec9651d523522ced76dd,8bc8725415cbdcb54aaffe78d312fbef57184b59ff2b6bf335e92e88c36ae53c,3
SCE-S04-17,scale_04_evidence_revalidates_progress,compact_semantic,True,0307474f0de2abb8464f6e90c049f3ebf6f64084c33a54c6ada9a575289b217e,b512a8b0d853e44d3717eec295e059fec9e3b6eb9852ec9651d523522ced76dd,8bc8725415cbdcb54aaffe78d312fbef57184b59ff2b6bf335e92e88c36ae53c,3
SCE-S04-17,scale_04_evidence_revalidates_progress,fsr_semantic,True,0307474f0de2abb8464f6e90c049f3ebf6f64084c33a54c6ada9a575289b217e,b512a8b0d853e44d3717eec295e059fec9e3b6eb9852ec9651d523522ced76dd,8bc8725415cbdcb54aaffe78d312fbef57184b59ff2b6bf335e92e88c36ae53c,3
SCE-S04-18,scale_04_nonreversible_safe_stop,cope_semantic,True,a5967200dadeb7e61da82695351f6adf3024e7d1dd75b9fd70b5a7248b102693,3c9d8f58184305d34236a011ea24eb62d0bbae2d9ddefcbd71f65b784b627d84,30217130676717edba7500c491878a771205d461a8a9072fb06b094c6e46ce9f,3
SCE-S04-18,scale_04_nonreversible_safe_stop,neutral_typed,True,a5967200dadeb7e61da82695351f6adf3024e7d1dd75b9fd70b5a7248b102693,3c9d8f58184305d34236a011ea24eb62d0bbae2d9ddefcbd71f65b784b627d84,30217130676717edba7500c491878a771205d461a8a9072fb06b094c6e46ce9f,3
SCE-S04-18,scale_04_nonreversible_safe_stop,compact_semantic,True,a5967200dadeb7e61da82695351f6adf3024e7d1dd75b9fd70b5a7248b102693,3c9d8f58184305d34236a011ea24eb62d0bbae2d9ddefcbd71f65b784b627d84,30217130676717edba7500c491878a771205d461a8a9072fb06b094c6e46ce9f,3
SCE-S04-18,scale_04_nonreversible_safe_stop,fsr_semantic,True,a5967200dadeb7e61da82695351f6adf3024e7d1dd75b9fd70b5a7248b102693,3c9d8f58184305d34236a011ea24eb62d0bbae2d9ddefcbd71f65b784b627d84,30217130676717edba7500c491878a771205d461a8a9072fb06b094c6e46ce9f,3
SCE-S04-19,scale_04_reversible_immediate_stop,cope_semantic,True,0e563734888dc6a23ccffdb2b5bcbb8cf63a8cefa6f9296ca654907f18c37330,d5f8b6cd31d59e731ca2709f9c127157baf37b987d787d151e0d3c139807742e,6ca259994f0953989b4243e440e89a65acbcca1fe9044c05d0a4b93f7001166b,2
SCE-S04-19,scale_04_reversible_immediate_stop,neutral_typed,True,0e563734888dc6a23ccffdb2b5bcbb8cf63a8cefa6f9296ca654907f18c37330,d5f8b6cd31d59e731ca2709f9c127157baf37b987d787d151e0d3c139807742e,6ca259994f0953989b4243e440e89a65acbcca1fe9044c05d0a4b93f7001166b,2
SCE-S04-19,scale_04_reversible_immediate_stop,compact_semantic,True,0e563734888dc6a23ccffdb2b5bcbb8cf63a8cefa6f9296ca654907f18c37330,d5f8b6cd31d59e731ca2709f9c127157baf37b987d787d151e0d3c139807742e,6ca259994f0953989b4243e440e89a65acbcca1fe9044c05d0a4b93f7001166b,2
SCE-S04-19,scale_04_reversible_immediate_stop,fsr_semantic,True,0e563734888dc6a23ccffdb2b5bcbb8cf63a8cefa6f9296ca654907f18c37330,d5f8b6cd31d59e731ca2709f9c127157baf37b987d787d151e0d3c139807742e,6ca259994f0953989b4243e440e89a65acbcca1fe9044c05d0a4b93f7001166b,2
SCE-S04-20,scale_04_progress_checkpoint_insert,cope_semantic,True,b13f195454ff8867ebb53f279120b97025238c5d29b89bda309f84490f1e24be,a0121385f6ead2b3a62e2f17773bb204b71378b4de89466c2dc0fc2ebc2958f2,43312152235db100ee53b49e400f4d80c863485b81849ffef844eb48fa30770c,2
SCE-S04-20,scale_04_progress_checkpoint_insert,neutral_typed,True,b13f195454ff8867ebb53f279120b97025238c5d29b89bda309f84490f1e24be,a0121385f6ead2b3a62e2f17773bb204b71378b4de89466c2dc0fc2ebc2958f2,43312152235db100ee53b49e400f4d80c863485b81849ffef844eb48fa30770c,2
SCE-S04-20,scale_04_progress_checkpoint_insert,compact_semantic,True,b13f195454ff8867ebb53f279120b97025238c5d29b89bda309f84490f1e24be,a0121385f6ead2b3a62e2f17773bb204b71378b4de89466c2dc0fc2ebc2958f2,43312152235db100ee53b49e400f4d80c863485b81849ffef844eb48fa30770c,2
SCE-S04-20,scale_04_progress_checkpoint_insert,fsr_semantic,True,b13f195454ff8867ebb53f279120b97025238c5d29b89bda309f84490f1e24be,a0121385f6ead2b3a62e2f17773bb204b71378b4de89466c2dc0fc2ebc2958f2,43312152235db100ee53b49e400f4d80c863485b81849ffef844eb48fa30770c,2
SCE-S04-21,scale_04_progress_checkpoint_advance,cope_semantic,True,8e97b816324e6115f4922798a27962084387e05d27856918bf0f80f528c0e745,11ce6b9e3b2276fa40d00ccab9abb904d3430f72e71fa4c7f8ec7dafad63a842,1da0a881280c9fa31be7ade2ee38b6df66aa43520461a7a866c4d275b890851f,2
SCE-S04-21,scale_04_progress_checkpoint_advance,neutral_typed,True,8e97b816324e6115f4922798a27962084387e05d27856918bf0f80f528c0e745,11ce6b9e3b2276fa40d00ccab9abb904d3430f72e71fa4c7f8ec7dafad63a842,1da0a881280c9fa31be7ade2ee38b6df66aa43520461a7a866c4d275b890851f,2
SCE-S04-21,scale_04_progress_checkpoint_advance,compact_semantic,True,8e97b816324e6115f4922798a27962084387e05d27856918bf0f80f528c0e745,11ce6b9e3b2276fa40d00ccab9abb904d3430f72e71fa4c7f8ec7dafad63a842,1da0a881280c9fa31be7ade2ee38b6df66aa43520461a7a866c4d275b890851f,2
SCE-S04-21,scale_04_progress_checkpoint_advance,fsr_semantic,True,8e97b816324e6115f4922798a27962084387e05d27856918bf0f80f528c0e745,11ce6b9e3b2276fa40d00ccab9abb904d3430f72e71fa4c7f8ec7dafad63a842,1da0a881280c9fa31be7ade2ee38b6df66aa43520461a7a866c4d275b890851f,2
SCE-S04-22,scale_04_progress_reset_retry,cope_semantic,True,132c5e6bf5c84c8e5fb3c6f4ab01991d49c32a1be5c807cf7344644ef369ee0d,b66a5aa55a7568bd510eaef76ed7bdafce9bc1530cbe89eced45ae8efc22bf0a,8cff607cdc0bffbb8631de75ba3cb0eb3ca9e648f62c9935b015f21550810569,3
SCE-S04-22,scale_04_progress_reset_retry,neutral_typed,True,132c5e6bf5c84c8e5fb3c6f4ab01991d49c32a1be5c807cf7344644ef369ee0d,b66a5aa55a7568bd510eaef76ed7bdafce9bc1530cbe89eced45ae8efc22bf0a,8cff607cdc0bffbb8631de75ba3cb0eb3ca9e648f62c9935b015f21550810569,3
SCE-S04-22,scale_04_progress_reset_retry,compact_semantic,True,132c5e6bf5c84c8e5fb3c6f4ab01991d49c32a1be5c807cf7344644ef369ee0d,b66a5aa55a7568bd510eaef76ed7bdafce9bc1530cbe89eced45ae8efc22bf0a,8cff607cdc0bffbb8631de75ba3cb0eb3ca9e648f62c9935b015f21550810569,3
SCE-S04-22,scale_04_progress_reset_retry,fsr_semantic,True,132c5e6bf5c84c8e5fb3c6f4ab01991d49c32a1be5c807cf7344644ef369ee0d,b66a5aa55a7568bd510eaef76ed7bdafce9bc1530cbe89eced45ae8efc22bf0a,8cff607cdc0bffbb8631de75ba3cb0eb3ca9e648f62c9935b015f21550810569,3
SCE-S04-23,scale_04_restoration_candidate_add,cope_semantic,True,af25ec9c326545d58da350ade1c9c9baa085d8563821f927a2062267020b57a0,11ec3f9de27c92a0c5bf828834a00d7f3300da9e4dec902ec07135e703eb70af,ef7fd6c3ba70e159700d82319d807d2a6dfee53de6950953a19278dbf71a86ea,1
SCE-S04-23,scale_04_restoration_candidate_add,neutral_typed,True,af25ec9c326545d58da350ade1c9c9baa085d8563821f927a2062267020b57a0,11ec3f9de27c92a0c5bf828834a00d7f3300da9e4dec902ec07135e703eb70af,ef7fd6c3ba70e159700d82319d807d2a6dfee53de6950953a19278dbf71a86ea,1
SCE-S04-23,scale_04_restoration_candidate_add,compact_semantic,True,af25ec9c326545d58da350ade1c9c9baa085d8563821f927a2062267020b57a0,11ec3f9de27c92a0c5bf828834a00d7f3300da9e4dec902ec07135e703eb70af,ef7fd6c3ba70e159700d82319d807d2a6dfee53de6950953a19278dbf71a86ea,1
SCE-S04-23,scale_04_restoration_candidate_add,fsr_semantic,True,af25ec9c326545d58da350ade1c9c9baa085d8563821f927a2062267020b57a0,11ec3f9de27c92a0c5bf828834a00d7f3300da9e4dec902ec07135e703eb70af,ef7fd6c3ba70e159700d82319d807d2a6dfee53de6950953a19278dbf71a86ea,1
SCE-S04-24,scale_04_restoration_candidate_replace,cope_semantic,True,fd79301a6697994da5dc0f239819281e9d25467a8caf5c4e1c8b43389249946f,72748ce5263b0d2dfc9cf43b5dbac1444e6318f1632616a1213414c24152badd,056a37188ab45cf6f63df499b8d799b753333c1338dd7fca6541bb2b40c6399b,2
SCE-S04-24,scale_04_restoration_candidate_replace,neutral_typed,True,fd79301a6697994da5dc0f239819281e9d25467a8caf5c4e1c8b43389249946f,72748ce5263b0d2dfc9cf43b5dbac1444e6318f1632616a1213414c24152badd,056a37188ab45cf6f63df499b8d799b753333c1338dd7fca6541bb2b40c6399b,2
SCE-S04-24,scale_04_restoration_candidate_replace,compact_semantic,True,fd79301a6697994da5dc0f239819281e9d25467a8caf5c4e1c8b43389249946f,72748ce5263b0d2dfc9cf43b5dbac1444e6318f1632616a1213414c24152badd,056a37188ab45cf6f63df499b8d799b753333c1338dd7fca6541bb2b40c6399b,2
SCE-S04-24,scale_04_restoration_candidate_replace,fsr_semantic,True,fd79301a6697994da5dc0f239819281e9d25467a8caf5c4e1c8b43389249946f,72748ce5263b0d2dfc9cf43b5dbac1444e6318f1632616a1213414c24152badd,056a37188ab45cf6f63df499b8d799b753333c1338dd7fca6541bb2b40c6399b,2
