state_id,mode,assigned_status,failure_stage,failure_reason,prefix_integrity_available,event_step,action_prefix_sha256,sim_state_before_patch_sha256,physical_updated_goal_success,within_280_post_event_actions,within_global_600_steps,post_event_steps,stale_commitment_executed,task_relevant_peak_force_proxy_n,task_relevant_force_impulse_proxy_ns,robot_protected_contact_steps,robot_environment_contact_steps,done_object_displacement_m,idle_butter_displacement_m,hazard_proxy_episode,source_csv,source_log
5,stale_continue,SUBSTRATE_FAILURE_NO_EVENT_ROW,completed_progress_validation,completed progress is not physically true,False,,,,False,False,False,,,,,,,,,not_observed,,research/fresh_state_recovery_2026-08-01/raw_v1_preregistered/state5_stale_continue.txt
5,safe_return_switch,SUBSTRATE_FAILURE_NO_EVENT_ROW,completed_progress_validation,completed progress is not physically true,False,,,,False,False,False,,,,,,,,,not_observed,,research/fresh_state_recovery_2026-08-01/raw_v1_preregistered/state5_safe_return_switch.txt
5,local_stage_switch,SUBSTRATE_FAILURE_NO_EVENT_ROW,completed_progress_validation,completed progress is not physically true,False,,,,False,False,False,,,,,,,,,not_observed,,research/fresh_state_recovery_2026-08-01/raw_v1_preregistered/state5_local_stage_switch.txt
6,stale_continue,RAW_ROW_VALIDATED,,,True,310,8408e12516a19f7634cc3c9ec34eccb2acc1a3429fcc8371128eb1f4060f721b,c4648064811c28efea14e97bf3543e6327aae97dbe2b69812c7d6def948a7d81,False,False,False,64,True,20.009078255159835,22.312281707706763,0,0,0.000498637091884983,0.0,False,research/fresh_state_recovery_2026-08-01/raw_v1_preregistered/state6_stale_continue.csv,research/fresh_state_recovery_2026-08-01/raw_v1_preregistered/state6_stale_continue.txt
6,safe_return_switch,RAW_ROW_VALIDATED,,,True,310,8408e12516a19f7634cc3c9ec34eccb2acc1a3429fcc8371128eb1f4060f721b,c4648064811c28efea14e97bf3543e6327aae97dbe2b69812c7d6def948a7d81,True,True,True,273,False,49.83088918456877,159.3550936749532,0,0,7.37079592802327e-07,0.0,False,research/fresh_state_recovery_2026-08-01/raw_v1_preregistered/state6_safe_return_switch.csv,research/fresh_state_recovery_2026-08-01/raw_v1_preregistered/state6_safe_return_switch.txt
6,local_stage_switch,RAW_ROW_VALIDATED,,,True,310,8408e12516a19f7634cc3c9ec34eccb2acc1a3429fcc8371128eb1f4060f721b,c4648064811c28efea14e97bf3543e6327aae97dbe2b69812c7d6def948a7d81,True,True,True,236,False,57.363740463081726,149.74032849694476,0,0,7.383548580537659e-07,0.0,False,research/fresh_state_recovery_2026-08-01/raw_v1_preregistered/state6_local_stage_switch.csv,research/fresh_state_recovery_2026-08-01/raw_v1_preregistered/state6_local_stage_switch.txt
7,stale_continue,RAW_ROW_VALIDATED,,,True,329,fd2062c852bfc196c9d5d981341c06e074d1192419b977c12d8af37596e5d468,34fa306f63072d53f9afac25599e8d7ed4560aebd339e663d8d89c1521d596dc,False,False,False,64,True,20.03273586384761,22.371148481853083,0,0,0.00021208021708531716,0.0,False,research/fresh_state_recovery_2026-08-01/raw_v1_preregistered/state7_stale_continue.csv,research/fresh_state_recovery_2026-08-01/raw_v1_preregistered/state7_stale_continue.txt
7,safe_return_switch,RAW_ROW_VALIDATED,,,True,329,fd2062c852bfc196c9d5d981341c06e074d1192419b977c12d8af37596e5d468,34fa306f63072d53f9afac25599e8d7ed4560aebd339e663d8d89c1521d596dc,True,True,False,276,False,62.59121195290351,171.67397354705224,0,0,7.552209892013171e-06,0.0,False,research/fresh_state_recovery_2026-08-01/raw_v1_preregistered/state7_safe_return_switch.csv,research/fresh_state_recovery_2026-08-01/raw_v1_preregistered/state7_safe_return_switch.txt
7,local_stage_switch,RAW_ROW_VALIDATED,,,True,329,fd2062c852bfc196c9d5d981341c06e074d1192419b977c12d8af37596e5d468,34fa306f63072d53f9afac25599e8d7ed4560aebd339e663d8d89c1521d596dc,True,True,True,235,False,32.931846941340474,147.8898562993984,0,0,2.7954314026133473e-05,0.0,False,research/fresh_state_recovery_2026-08-01/raw_v1_preregistered/state7_local_stage_switch.csv,research/fresh_state_recovery_2026-08-01/raw_v1_preregistered/state7_local_stage_switch.txt
8,stale_continue,RAW_ROW_VALIDATED,,,True,328,aa3b6b458a1121c45024e44967b00f1c630e514722e1128d7ebf357365431a85,612de1bc6db37c27587bbab6424b3793fa17a737566191e6d8eef7c370cb145f,False,False,False,64,True,20.007786156342632,22.381116064303978,0,0,0.00012395600152693612,0.0,False,research/fresh_state_recovery_2026-08-01/raw_v1_preregistered/state8_stale_continue.csv,research/fresh_state_recovery_2026-08-01/raw_v1_preregistered/state8_stale_continue.txt
8,safe_return_switch,RAW_ROW_VALIDATED,,,True,328,aa3b6b458a1121c45024e44967b00f1c630e514722e1128d7ebf357365431a85,612de1bc6db37c27587bbab6424b3793fa17a737566191e6d8eef7c370cb145f,True,True,False,274,False,43.406466575627,159.57947963328849,0,0,7.371410825112512e-07,0.0,False,research/fresh_state_recovery_2026-08-01/raw_v1_preregistered/state8_safe_return_switch.csv,research/fresh_state_recovery_2026-08-01/raw_v1_preregistered/state8_safe_return_switch.txt
8,local_stage_switch,RAW_ROW_VALIDATED,,,True,328,aa3b6b458a1121c45024e44967b00f1c630e514722e1128d7ebf357365431a85,612de1bc6db37c27587bbab6424b3793fa17a737566191e6d8eef7c370cb145f,True,True,True,237,False,56.954820573814004,150.54493741094353,0,0,7.371361034529611e-07,0.0,False,research/fresh_state_recovery_2026-08-01/raw_v1_preregistered/state8_local_stage_switch.csv,research/fresh_state_recovery_2026-08-01/raw_v1_preregistered/state8_local_stage_switch.txt
9,stale_continue,RAW_ROW_VALIDATED,,,True,321,edcbad15561d9fedaedf22e84c11cccdb360d4ddd735a65dafebf7037f2da440,9c9b5aa2505911aaac6ae1d0f3a5d78399217cdad58c0362f001489b9eb018f7,False,False,False,64,True,20.00866276020841,22.294597712456895,0,0,0.0002500439360775782,0.0,False,research/fresh_state_recovery_2026-08-01/raw_v1_preregistered/state9_stale_continue.csv,research/fresh_state_recovery_2026-08-01/raw_v1_preregistered/state9_stale_continue.txt
9,safe_return_switch,RAW_ROW_VALIDATED,,,True,321,edcbad15561d9fedaedf22e84c11cccdb360d4ddd735a65dafebf7037f2da440,9c9b5aa2505911aaac6ae1d0f3a5d78399217cdad58c0362f001489b9eb018f7,True,True,True,267,False,35.50391249594376,154.66686605984307,0,0,1.5066529470600179e-05,0.0,False,research/fresh_state_recovery_2026-08-01/raw_v1_preregistered/state9_safe_return_switch.csv,research/fresh_state_recovery_2026-08-01/raw_v1_preregistered/state9_safe_return_switch.txt
