budget_condition,split,profile,seed,method,event_ordinal,event_kind,event_id,initial_slots,lineage_depth,current_slots,reference_slots,prompt_tokens,reference_pretty_output_tokens,reference_compact_output_tokens,reference_pretty_fits_original4096,reference_compact_fits_original4096,required_context_pretty,required_context_compact,server_max_context_tokens,reference_pretty_fits_context,reference_compact_fits_context,requested_max_output_tokens,request_reservation_context_tokens,request_reservation_fits_context,configured_timeout_s,rendered_prompt_sha256,reference_document_sha256,reference_source
fixed,development,long_lineage,1001,FSR-PC,4,override_current,seed-1001/e04,48,6,49,50,12770,17677,11693,False,False,30447,24463,40960,True,True,4096,16866,True,90.0,967f188d584e87789ce7ab1f9ba5404049866a6b6b176dab8be5cb6246a258a6,42ff533a96d02246a6bf01962a26b9f342e0626182e7bb9a0c632ee9e7e66dea,independent_reference_transition
fixed,development,long_lineage,1001,CoPE,5,override_current,seed-1001/e05,48,6,50,51,13496,300,196,True,True,13796,13692,40960,True,True,4096,17592,True,90.0,73fd15db18ef8ed26b2986dead48880d0e3f523aefd156cc73a9cf060f64031a,a6ecd2cb6e5a27e02eb56a3c428c351e1a87a18ccc7952ba47173a89e6d35b91,independent_reference_transition
fixed,development,long_lineage,1001,FSR-PC,5,override_current,seed-1001/e05,48,6,50,51,13263,18109,11971,False,False,31372,25234,40960,True,True,4096,17359,True,90.0,3778cdaa7a37996c41b730df75e50ddf2119025bac93d193064cfd7f1e4aa2d5,e7d655e5a0d437763662fd1b28c0ae362c8da157186dd53e76c4d38677b8b637,independent_reference_transition
fixed,development,long_lineage,1001,CoPE,6,override_current,seed-1001/e06,48,6,51,52,13989,299,195,True,True,14288,14184,40960,True,True,4096,18085,True,90.0,28d1f51263f87256a155b62ec7c300dfcb67a18f20e6a72f9c31f21088b7e34f,57608722335222ee2e2c174fb907895ad083d2e33b5f861fb31758c7320ca5df,independent_reference_transition
fixed,development,long_lineage,1001,FSR-PC,6,override_current,seed-1001/e06,48,6,51,52,13756,18540,12248,False,False,32296,26004,40960,True,True,4096,17852,True,90.0,85e1c46100194b271ac40d4aaf753eafd34122fb3f3c6356f88b51a9106de116,188b0b7d3ba91e53c30874dec37fb1d765b94b421bdd0bdb21986d7b27d2c733,independent_reference_transition
fixed,development,long_lineage,1001,CoPE,7,override_current,seed-1001/e07,48,6,52,53,14478,296,192,True,True,14774,14670,40960,True,True,4096,18574,True,90.0,b3b6c44ebe1c92b13cbbe5ea3011cdc1094cde535f4a3ee8d83d80c261ce02ab,cd18d081945eb8b40ecf519df6981ba5f6ae6fc0eab7c7dcc71d4aaaec76a21b,independent_reference_transition
fixed,development,long_lineage,1001,FSR-PC,7,override_current,seed-1001/e07,48,6,52,53,14245,18968,12522,False,False,33213,26767,40960,True,True,4096,18341,True,90.0,8348cb7a877d2ff4e2b2f70668ffbf7631aea0aa6e7c7a1708bd0cdb85cdd7a1,b15d829961d426e013b899adb88a363ebffe3d3ae693ce10812896283bcd60f1,independent_reference_transition
fixed,development,long_lineage,1001,CoPE,8,override_current,seed-1001/e08,48,6,53,54,14964,296,192,True,True,15260,15156,40960,True,True,4096,19060,True,90.0,b6b964f42d0c0bffbbae1373b06837486f53a1d70741ee9e0adcaebea11f498f,342db350223259d1c539d401501c6d6ae6daca4dfaed81219b76d295df2badcd,independent_reference_transition
fixed,development,long_lineage,1001,FSR-PC,8,override_current,seed-1001/e08,48,6,53,54,14731,19396,12796,False,False,34127,27527,40960,True,True,4096,18827,True,90.0,246d54471396c266239fed6f37280a6c628607afc38a8f924359170c39f2740a,c02f0c5106ee92e91f6ef132d73127ca288bbb9026d87a99c3bf5a035bcf31c0,independent_reference_transition
fixed,development,long_lineage,1001,CoPE,9,suspend_current,seed-1001/e09,48,6,54,54,15302,74,50,True,True,15376,15352,40960,True,True,4096,19398,True,90.0,7bd1fd564a9d908adc77a97c284c4f44460d66b2e4b58e2d4c4d8230f56d27a5,2bd27ed5426d12629d3ad47e0606d5be4a11851cab331489cae1abd729332454,independent_reference_transition
fixed,development,long_lineage,1001,FSR-PC,9,suspend_current,seed-1001/e09,48,6,54,54,15069,19461,12839,False,False,34530,27908,40960,True,True,4096,19165,True,90.0,a132f9c370e573acd1ff081ac433c9cd0e2c20399bba8c435a9a2d6bd0673fcd,0bf95f0fd2b6c67e6801ccf63177a53fa90db45b09a36165f1ab1e41c4dda0fa,independent_reference_transition
fixed,development,long_lineage,1001,CoPE,10,restore_current,seed-1001/e10,48,6,54,54,15412,74,50,True,True,15486,15462,40960,True,True,4096,19508,True,90.0,09bc615fb377eaaa65fc13b0863713906c25949e87fd8bda381ba0acca6e3d9f,516c85aa0fedaf5e493625bbd97a8117f24d8b4941fecbceb122d6ff634433a8,independent_reference_transition
fixed,development,long_lineage,1001,FSR-PC,10,restore_current,seed-1001/e10,48,6,54,54,15179,19524,12880,False,False,34703,28059,40960,True,True,4096,19275,True,90.0,8fbde8ad2cbc95d9de353cc3e37ec6962acb37316ca05c191088ab5d645302d0,60d9f9580d3560253970ae55040056337db385e2398df0acf476f510702e6be2,independent_reference_transition
fixed,development,long_lineage,1001,CoPE,11,restore_root,seed-1001/e11,48,6,54,54,15549,77,53,True,True,15626,15602,40960,True,True,4096,19645,True,90.0,a58914db27f09123c882c0002e0924d63b1f97eae67e97d757e92e36c57cec94,0d9f34f17eea3fef18d3b832bdc35ac4c404503591f6c7d4e8aaedd6849ce39e,independent_reference_transition
fixed,development,long_lineage,1001,FSR-PC,11,restore_root,seed-1001/e11,48,6,54,54,15316,20005,13207,False,False,35321,28523,40960,True,True,4096,19412,True,90.0,72a092a728ecfd78f8207c76f05fa0f3d80e20a2320a9027296eee79fbcd3603,2aad55b4ad9514b054902997a1de685fd9a90fa2b544b8a454e97725ef1fba22,independent_reference_transition
